Timestamp,LOS_TI_North,LOS_TI_South,TI_North,TI_South
2017-02-16 04:00:00,0.118476708261097,0.0489848665741884,0.109635595306413,0.0457760690409513
2017-02-16 04:10:00,0.0992444626783427,0.071778132682228,0.0790156646584373,0.0663127919652483
2017-02-16 04:20:00,0.114689852850435,0.0857340158142079,0.0953046182672004,0.0812695000695195
2017-02-16 04:30:00,0.134654676554805,0.0863392468793941,0.113768276827758,0.0866136963055843
2017-02-16 04:40:00,0.151226768256875,0.10161184756309,0.129430472960055,0.0982588104921292
2017-02-16 04:50:00,0.122201889185271,0.10702531749004,0.0994676378804386,0.105314941374583
2017-02-16 05:00:00,0.105958626359567,0.0820656292604649,0.0879661776500411,0.0793351070767169
2017-02-16 05:10:00,0.10908412509833,0.0781424463989633,0.0843448095410738,0.0710216498929008
2017-02-16 05:20:00,0.118136409369741,0.099993352933998,0.0933336740445815,0.0948914586886509
2017-02-16 05:30:00,0.139007612791693,0.098539544672811,0.0946985572280804,0.081403453097635
2017-02-16 05:40:00,0.113608000163142,0.0802738741025961,0.0816978431223523,0.0657777789275825
2017-02-16 05:50:00,0.110645327952371,0.0751748892044109,0.0874734926025102,0.0715416067680458
2017-02-16 06:00:00,0.122841640114393,0.0836535727466595,0.0744148982760367,0.0809469738384791
2017-02-16 06:10:00,0.127441761626133,0.0929766553068946,0.087052491300711,0.0842859221789963
2017-02-16 06:20:00,0.145314322811674,0.119553363551492,0.103272550635291,0.101831761891785
2017-02-16 06:30:00,0.1938361587883,0.122101186943843,0.13289510798122,0.106599762310153
2017-02-16 06:40:00,0.22725643781407,0.197860619631276,0.171765505817371,0.17798244843108
2017-02-16 06:50:00,0.189110140744386,0.174543734750706,0.153865835714837,0.165094500307211
2017-02-16 07:00:00,0.202616007151074,0.150199016787749,0.15089682840736,0.137253109203013
2017-02-16 07:10:00,0.192659430905661,0.17290048516553,0.15353236744745,0.150336321195083
2017-02-16 07:20:00,0.157438671729648,0.179192344389904,0.142324987895063,0.164210557783661
2017-02-16 07:30:00,0.165338486269962,0.178023756125675,0.135875026556141,0.173174153387311
2017-02-16 07:40:00,0.178154008330141,0.164759387044718,0.160601107204906,0.16008080536561
2017-02-16 07:50:00,0.16703437320617,0.151706902469873,0.156560691278095,0.147698362717683
2017-02-16 08:00:00,0.191261775162742,0.189062997415603,0.163076634311252,0.180980642390073
2017-02-16 08:10:00,0.187030258913218,0.135631940620816,0.168653683538693,0.134346777974409
2017-02-16 08:20:00,0.173189536093285,0.159191107894307,0.168503637906942,0.157613081343875
2017-02-16 08:30:00,0.177295918417471,0.122512788907725,0.163609206840842,0.120927903418031
2017-02-16 08:40:00,0.181663150027639,0.161028884734939,0.17486735730232,0.158250280624706
2017-02-16 08:50:00,0.178023515438137,0.172880828052113,0.166566873374894,0.170545532139198
2017-02-16 09:00:00,0.19216497092189,0.16520607039851,0.185939137141712,0.163085696837696
2017-02-16 09:10:00,0.178393134142552,0.144441744754098,0.1669970211794,0.142794786548507
2017-02-16 09:20:00,0.19029885300784,0.162836536467198,0.177872053944715,0.161505631527908
2017-02-16 09:30:00,0.18561202533121,0.162674766212266,0.173699945384734,0.160798728664461
2017-02-16 09:40:00,0.172871484071021,0.148175275899617,0.168055098584352,0.145502682311452
2017-02-16 09:50:00,0.199643405995382,0.13585666137366,0.200019610402154,0.133753273606616
2017-02-16 10:00:00,0.167869859034158,0.148666155632333,0.158266754225875,0.1466282270109
2017-02-16 10:10:00,0.226635603201467,0.162008033973948,0.206950471485023,0.158801750614051
2017-02-16 10:20:00,0.161743320532451,0.170064886833091,0.155164156288146,0.167789856351349
2017-02-16 10:30:00,0.181770017599821,0.181281227894765,0.177260746350853,0.178414842741453
2017-02-16 10:40:00,0.157440510024795,0.193598072240634,0.151355519372836,0.185656783131059
2017-02-16 10:50:00,0.143029904618789,0.166398685987398,0.135608997367004,0.156772931300955
2017-02-16 11:00:00,0.17042069997882,0.190367883453327,0.165992757144248,0.186016737540862
2017-02-16 11:10:00,0.160561706093007,0.210295987449747,0.153564401093455,0.211424284169909
2017-02-16 11:20:00,0.169867952187619,0.194521999181585,0.169350759014496,0.193450567364443
2017-02-16 11:30:00,0.15801248084024,0.182876798505094,0.153882884367504,0.183482179438737
2017-02-16 11:40:00,0.140849090723138,0.191792857548544,0.134957686780357,0.181456542101769
2017-02-16 11:50:00,0.1634965833986,0.190080644550044,0.159709482093306,0.184798747478151
2017-02-16 12:00:00,0.193251600211873,0.222006367285209,0.179995637779178,0.213620701274285
2017-02-16 12:10:00,0.160119156572452,0.16930962684626,0.157390997368753,0.16159784462564
2017-02-16 12:20:00,0.165566924983863,0.199288512447385,0.160338323673883,0.193491412567054
2017-02-16 12:30:00,0.157118408338506,0.202342219882438,0.156193728108141,0.200533531571088
2017-02-16 12:40:00,0.139352639355506,0.177208232219018,0.139133978917619,0.169695012138082
2017-02-16 12:50:00,0.160865731184457,0.188731864236971,0.158923220316149,0.18692481977776
2017-02-16 13:00:00,0.177768407458689,0.145949207309534,0.176574928537612,0.135906553275322
2017-02-16 13:10:00,0.144695734282538,0.198461309072689,0.142097390934503,0.193967766027489
2017-02-16 13:20:00,0.148133549556117,0.148286678061719,0.143236415544853,0.142500121202074
2017-02-16 13:30:00,0.180375701607377,0.198196259939612,0.175730570548738,0.19599441629781
2017-02-16 13:40:00,0.182023962880434,0.180216004264764,0.177426411342418,0.177604349195494
2017-02-16 13:50:00,0.191616873949112,0.185713452411056,0.177104484948076,0.185933812384535
