Timestamp,LOSindex,Distance,RWS,DRWS,CNR,Tilt,Roll,RWSStatus,OverrunStatus
2020-09-03T19:02:33.547+00:00,2,178,7.37,1.18,-3.87,4.94,0.02,1,1
2020-09-03T19:02:37.547+00:00,2,178,6.3,1.1,-4.32,4.91,0.06,1,1
2020-09-03T19:02:41.547+00:00,2,178,8.16,1.1,-4.37,5.03,-0.04,1,1
2020-09-03T19:02:45.547+00:00,2,178,8.25,1.13,-4.11,5.05,-0.07,1,1
2020-09-03T19:02:49.547+00:00,2,178,7.97,1.19,-3.92,5.01,0,1,1
2020-09-03T19:02:53.547+00:00,2,178,6.63,1.26,-4.02,5.04,0.02,1,1
2020-09-03T19:02:57.546+00:00,2,178,6.85,1.44,-3.95,4.96,0.02,1,1
2020-09-03T19:03:01.547+00:00,2,178,6.85,1.13,-3.75,5.02,-0.03,1,1
2020-09-03T19:03:05.547+00:00,2,178,6.5,1.18,-3.72,5.05,-0.03,1,1
2020-09-03T19:03:09.546+00:00,2,178,6.06,1.08,-4.26,5.01,-0.05,1,1
2020-09-03T19:03:13.547+00:00,2,178,6.79,1.13,-3.85,5.03,-0.04,1,1
2020-09-03T19:03:17.547+00:00,2,178,6.46,1.26,-3.61,5.02,-0.05,1,1
2020-09-03T19:03:21.547+00:00,2,178,6.13,1.18,-4.32,5.01,0.02,1,1
2020-09-03T19:03:25.547+00:00,2,178,5.81,1.19,-4.41,5,-0.03,1,1
2020-09-03T19:03:29.547+00:00,2,178,6.44,1.26,-4.39,4.99,0.02,1,1
2020-09-03T19:03:33.546+00:00,2,178,6.53,1.19,-4.4,4.98,-0.03,1,1
2020-09-03T19:03:37.547+00:00,2,178,7.32,1.13,-3.91,4.98,-0.03,1,1
2020-09-03T19:03:41.547+00:00,2,178,7.21,1.15,-4.4,4.98,-0.03,1,1
2020-09-03T19:03:45.547+00:00,2,178,6.25,1.13,-4.3,5.04,-0.01,1,1
2020-09-03T19:03:49.547+00:00,2,178,7.21,1.18,-4.29,5.02,0,1,1
2020-09-03T19:03:53.547+00:00,2,178,6.39,1.15,-4.5,5.02,-0.01,1,1
2020-09-03T19:03:57.547+00:00,2,178,5.87,1.08,-4.64,5.05,0.01,1,1
2020-09-03T19:04:01.547+00:00,2,178,6.56,1.3,-4.54,4.99,-0.08,1,1
2020-09-03T19:04:05.547+00:00,2,178,7.29,1.08,-4.32,5.02,0.01,1,1
2020-09-03T19:04:09.547+00:00,2,178,6.89,1.08,-4.5,5.05,-0.06,1,1
2020-09-03T19:04:13.547+00:00,2,178,7.15,1.4,-4.89,5.03,-0.08,1,1
2020-09-03T19:04:17.547+00:00,2,178,7.31,1.15,-4.45,4.97,0.02,1,1
2020-09-03T19:04:21.546+00:00,2,178,7.05,1.13,-4.53,4.95,-0.05,1,1
2020-09-03T19:04:25.547+00:00,2,178,7.17,1.13,-4.81,5.01,-0.02,1,1
2020-09-03T19:04:29.547+00:00,2,178,7.4,1.19,-4.74,4.95,-0.09,1,1
2020-09-03T19:04:33.547+00:00,2,178,6.72,1.15,-4.87,4.96,0.06,1,1
2020-09-03T19:04:37.547+00:00,2,178,6.84,1.36,-4.86,4.98,-0.01,1,1
2020-09-03T19:04:41.547+00:00,2,178,6.64,1.15,-4.22,5.04,0.03,1,1
2020-09-03T19:04:45.547+00:00,2,178,6.37,1.08,-4.68,5.01,-0.04,1,1
2020-09-03T19:04:49.547+00:00,2,178,6.46,1.22,-4.79,5,-0.04,1,1
2020-09-03T19:04:53.547+00:00,2,178,6.89,1.15,-4.81,5.02,-0.03,1,1
2020-09-03T19:04:57.547+00:00,2,178,6.49,1.19,-4.03,5.02,-0.02,1,1
2020-09-03T19:05:01.547+00:00,2,178,8.06,1.22,-4.16,5.01,0.01,1,1
2020-09-03T19:05:05.547+00:00,2,178,8.7,1.19,-4.37,5,-0.01,1,1
2020-09-03T19:05:09.547+00:00,2,178,8.65,1.08,-4.37,5,0.03,1,1
2020-09-03T19:05:13.547+00:00,2,178,8.67,1.08,-2,4.98,-0.03,1,1
2020-09-03T19:05:17.547+00:00,2,178,8.01,1.15,-2.1,4.99,-0.05,1,1
2020-09-03T19:05:21.547+00:00,2,178,7.04,1.13,-3.19,4.99,0,1,1
2020-09-03T19:05:25.547+00:00,2,178,7.61,1.1,-2.57,5,-0.03,1,1
2020-09-03T19:05:29.547+00:00,2,178,7.02,1.35,-3.07,5.01,-0.01,1,1
2020-09-03T19:05:33.547+00:00,2,178,6.44,1.18,-3.26,4.99,0.02,1,1
2020-09-03T19:05:37.547+00:00,2,178,6.51,1.35,-3.68,5.06,-0.06,1,1
2020-09-03T19:05:41.547+00:00,2,178,7.7,1.13,-3.57,5.01,-0.03,1,1
2020-09-03T19:05:45.547+00:00,2,178,7.56,1.32,-3.38,4.98,-0.04,1,1
2020-09-03T19:05:49.547+00:00,2,178,7.12,1.13,-3.31,4.98,0,1,1
2020-09-03T19:05:53.547+00:00,2,178,6.09,1.08,-3.68,5.04,0.01,1,1
2020-09-03T19:05:57.547+00:00,2,178,6.22,1.15,-3.84,5.02,0,1,1
2020-09-03T19:06:01.547+00:00,2,178,6.42,1.19,-3.58,5.04,-0.03,1,1
2020-09-03T19:06:05.547+00:00,2,178,6.58,1.32,-3.71,4.99,0.03,1,1
2020-09-03T19:06:09.547+00:00,2,178,6.08,1.08,-3.81,5.02,0.02,1,1
2020-09-03T19:06:13.547+00:00,2,178,6.71,1.15,-3.77,5.05,-0.04,1,1
2020-09-03T19:06:17.547+00:00,2,178,7.45,1.13,-3.95,4.97,-0.01,1,1
2020-09-03T19:06:21.547+00:00,2,178,7.26,1.13,-4.26,4.98,-0.02,1,1
2020-09-03T19:06:25.547+00:00,2,178,7.34,1.15,-4.04,5.01,-0.02,1,1
2020-09-03T19:06:29.547+00:00,2,178,7.14,1.15,-3.91,5,-0.03,1,1
2020-09-03T19:06:33.547+00:00,2,178,6.12,1.19,-4.38,4.99,-0.03,1,1
2020-09-03T19:06:37.547+00:00,2,178,5.06,1.18,-4.55,4.98,-0.02,1,1
2020-09-03T19:06:41.547+00:00,2,178,5.16,1.15,-4.72,4.98,-0.03,1,1
2020-09-03T19:06:45.547+00:00,2,178,5.4,1.13,-4.35,4.99,-0.03,1,1
2020-09-03T19:06:49.547+00:00,2,178,5.87,1.19,-4.81,5.02,0,1,1
2020-09-03T19:06:53.547+00:00,2,178,5.26,1.22,-4.89,5.03,0.02,1,1
2020-09-03T19:06:57.547+00:00,2,178,4.91,1.26,-5.01,4.95,0.01,1,1
2020-09-03T19:07:01.547+00:00,2,178,5.95,1.3,-4.65,5,-0.02,1,1
2020-09-03T19:07:05.547+00:00,2,178,7.71,1.19,-4.58,5,-0.04,1,1
2020-09-03T19:07:09.547+00:00,2,178,7.2,1.13,-4.44,5,-0.04,1,1
2020-09-03T19:07:13.547+00:00,2,178,6.41,1.23,-4.69,4.99,-0.03,1,1
2020-09-03T19:07:17.547+00:00,2,178,8.45,1.19,-4.61,4.96,-0.02,1,1
2020-09-03T19:07:21.548+00:00,2,178,7,1.15,-4.99,4.97,-0.03,1,1
2020-09-03T19:07:25.547+00:00,2,178,6.31,1.13,-4.8,5.01,-0.02,1,1
2020-09-03T19:07:29.547+00:00,2,178,5.44,1.19,-5.01,4.99,-0.05,1,1
2020-09-03T19:07:33.547+00:00,2,178,6.1,1.23,-5.02,5.01,-0.01,1,1
2020-09-03T19:07:37.547+00:00,2,178,6.7,1.15,-5.06,4.98,-0.02,1,1
2020-09-03T19:07:41.547+00:00,2,178,7.55,1.22,-4.38,5.03,0,1,1
2020-09-03T19:07:45.547+00:00,2,178,7.24,1.26,-4.5,4.97,0,1,1
2020-09-03T19:07:49.547+00:00,2,178,6.69,1.15,-4.53,5,-0.06,1,1
2020-09-03T19:07:53.547+00:00,2,178,7.62,1.3,-4.94,5,-0.02,1,1
2020-09-03T19:07:57.547+00:00,2,178,6.56,1.32,-5.76,5,-0.02,1,1
2020-09-03T19:08:01.547+00:00,2,178,7.28,1.15,-4.92,4.99,-0.02,1,1
2020-09-03T19:08:05.547+00:00,2,178,5.25,1.39,-5.53,4.97,0.01,1,1
2020-09-03T19:08:09.547+00:00,2,178,5.6,1.13,-5.33,5,-0.02,1,1
2020-09-03T19:08:13.547+00:00,2,178,6.64,1.18,-5.09,5,-0.05,1,1
2020-09-03T19:08:17.547+00:00,2,178,6.56,1.3,-5.17,4.98,-0.01,1,1
2020-09-03T19:08:21.547+00:00,2,178,6.67,1.13,-5.09,5.01,0.04,1,1
2020-09-03T19:08:25.547+00:00,2,178,5.63,1.22,-5.64,5.02,-0.05,1,1
2020-09-03T19:08:29.547+00:00,2,178,5.84,1.1,-5.24,5.05,-0.1,1,1
2020-09-03T19:08:33.547+00:00,2,178,6.01,1.1,-5.13,4.97,-0.05,1,1
2020-09-03T19:08:37.547+00:00,2,178,5.03,1.15,-5.25,4.93,0.08,1,1
2020-09-03T19:08:41.547+00:00,2,178,5.5,1.19,-5.16,4.96,0.03,1,1
2020-09-03T19:08:45.547+00:00,2,178,5.21,1.15,-5.39,5.05,-0.05,1,1
2020-09-03T19:08:49.547+00:00,2,178,5.56,1.13,-5.24,4.99,-0.01,1,1
2020-09-03T19:08:53.547+00:00,2,178,5.94,1.13,-5.21,4.99,0.02,1,1
2020-09-03T19:08:57.546+00:00,2,178,6.18,1.32,-5.18,5.05,0,1,1
2020-09-03T19:09:01.547+00:00,2,178,5.98,1.18,-5.38,5.03,-0.04,1,1
2020-09-03T19:09:05.547+00:00,2,178,5.42,1.15,-5.32,4.96,0.03,1,1
2020-09-03T19:09:09.547+00:00,2,178,5.27,1.32,-5.08,5.03,-0.03,1,1
2020-09-03T19:09:13.547+00:00,2,178,5,1.18,-5.6,5,-0.05,1,1
2020-09-03T19:09:17.547+00:00,2,178,5.15,1.15,-5.58,5.01,-0.03,1,1
2020-09-03T19:09:21.547+00:00,2,178,6.57,1.22,-5.76,4.98,0,1,1
2020-09-03T19:09:25.547+00:00,2,178,6.47,1.32,-5.56,5.03,-0.01,1,1
2020-09-03T19:09:29.547+00:00,2,178,6.23,1.13,-5.57,5,-0.01,1,1
2020-09-03T19:09:33.547+00:00,2,178,7.12,1.08,-5.88,4.99,-0.01,1,1
2020-09-03T19:09:37.547+00:00,2,178,7.05,1.1,-5.76,4.99,-0.01,1,1
2020-09-03T19:09:41.547+00:00,2,178,7.05,1.32,-5.72,5,0.01,1,1
2020-09-03T19:09:45.546+00:00,2,178,5.8,1.27,-5.82,5,0.01,1,1
2020-09-03T19:09:49.547+00:00,2,178,5.13,1.15,-5.83,5.04,-0.06,1,1
2020-09-03T19:09:53.546+00:00,2,178,5.12,1.18,-5.61,5.05,-0.04,1,1
2020-09-03T19:09:57.547+00:00,2,178,5.4,1.15,-5.75,4.96,0,1,1
2020-09-03T19:10:01.547+00:00,2,178,6.72,1.19,-5.61,4.99,0,1,1
2020-09-03T19:10:05.547+00:00,2,178,7.45,1.13,-5.9,5.04,0.01,1,1
2020-09-03T19:10:09.547+00:00,2,178,7.13,1.1,-6.09,4.99,-0.05,1,1
2020-09-03T19:10:13.547+00:00,2,178,6.76,1.23,-6.1,5.01,0,1,1
2020-09-03T19:10:17.546+00:00,2,178,6.61,1.15,-5.76,5,-0.01,1,1
2020-09-03T19:10:21.547+00:00,2,178,6.22,1.19,-6.01,5.02,0,1,1
2020-09-03T19:10:25.547+00:00,2,178,6.88,1.13,-6.06,4.98,-0.03,1,1
2020-09-03T19:10:29.547+00:00,2,178,7.35,1.19,-6.09,5,0,1,1
2020-09-03T19:10:33.547+00:00,2,178,5.96,1.32,-6.43,4.99,0.02,1,1
2020-09-03T19:10:37.547+00:00,2,178,5.07,1.13,-6.36,4.98,0.02,1,1
2020-09-03T19:10:41.546+00:00,2,178,5.47,1.03,-6.31,5,0.01,1,1
2020-09-03T19:10:45.547+00:00,2,178,5.75,1.15,-6.39,5.01,-0.01,1,1
2020-09-03T19:10:49.547+00:00,2,178,5.65,1.03,-6.26,5,-0.02,1,1
2020-09-03T19:10:53.547+00:00,2,178,5.8,1.13,-5.78,5,-0.01,1,1
2020-09-03T19:10:57.547+00:00,2,178,7.07,1.19,-5.39,5,-0.02,1,1
2020-09-03T19:11:01.547+00:00,2,178,6.78,1.13,-5.49,4.99,0.01,1,1
2020-09-03T19:11:05.547+00:00,2,178,6.79,1.1,-5.16,4.98,0.01,1,1
2020-09-03T19:11:09.546+00:00,2,178,7.02,1.15,-5.58,4.98,-0.02,1,1
2020-09-03T19:11:13.547+00:00,2,178,6.03,1.19,-5.78,4.99,0,1,1
2020-09-03T19:11:17.549+00:00,2,178,5.81,1.1,-6,4.99,-0.02,1,1
2020-09-03T19:11:21.547+00:00,2,178,6.2,1.15,-5.88,5.03,0.01,1,1
2020-09-03T19:11:25.547+00:00,2,178,6.04,1.19,-5.95,5.03,-0.05,1,1
2020-09-03T19:11:29.546+00:00,2,178,5.76,1.08,-5.79,5.02,-0.03,1,1
2020-09-03T19:11:33.547+00:00,2,178,5.93,1.1,-5.59,5.01,0.03,1,1
2020-09-03T19:11:37.547+00:00,2,178,5.85,1.23,-5.9,5.01,-0.04,1,1
2020-09-03T19:11:41.548+00:00,2,178,5.2,1.13,-5.94,5,-0.03,1,1
2020-09-03T19:11:45.548+00:00,2,178,4.89,1.19,-5.98,4.99,0,1,1
2020-09-03T19:11:49.547+00:00,2,178,4.33,1.15,-5.9,5,-0.02,1,1
2020-09-03T19:11:53.547+00:00,2,178,5.33,1.15,-6.09,5.01,0.01,1,1
2020-09-03T19:11:57.546+00:00,2,178,5.51,1.27,-6.49,5.01,0,1,1
2020-09-03T19:12:01.547+00:00,2,178,6.72,1.18,-6.38,5,-0.03,1,1
2020-09-03T19:12:05.547+00:00,2,178,6.82,1.13,-6.28,5,-0.03,1,1
2020-09-03T19:12:09.547+00:00,2,178,7.25,1.08,-6,4.97,0.03,1,1
2020-09-03T19:12:13.547+00:00,2,178,7.27,1.13,-5.89,5.02,-0.03,1,1
2020-09-03T19:12:17.547+00:00,2,178,7.47,1.15,-5.74,5.06,-0.04,1,1
2020-09-03T19:12:21.547+00:00,2,178,7.07,1.23,-6.1,4.99,-0.05,1,1
2020-09-03T19:12:25.547+00:00,2,178,7.17,1.13,-5.97,5,0.02,1,1
2020-09-03T19:12:29.547+00:00,2,178,6.69,1.15,-5.54,5.06,-0.06,1,1
2020-09-03T19:12:33.547+00:00,2,178,5.79,1.36,-5.7,5.03,-0.01,1,1
2020-09-03T19:12:37.547+00:00,2,178,6.54,1.3,-6.1,4.92,0.06,1,1
2020-09-03T19:12:41.547+00:00,2,178,6.99,1.15,-5.63,5.01,-0.05,1,1
2020-09-03T19:12:45.547+00:00,2,178,6,1.18,-5.72,5,-0.03,1,1
2020-09-03T19:12:49.547+00:00,2,178,5.66,1.13,-5.85,4.97,-0.01,1,1
2020-09-03T19:12:53.547+00:00,2,178,5.43,1.13,-5.87,5.03,-0.02,1,1
2020-09-03T19:12:57.547+00:00,2,178,5.75,1.03,-6.1,5.01,-0.03,1,1
2020-09-03T19:13:01.546+00:00,2,178,5.7,1.13,-5.42,5,-0.01,1,1
2020-09-03T19:13:05.547+00:00,2,178,5.35,1.26,-5.71,4.96,-0.01,1,1
2020-09-03T19:13:09.562+00:00,2,178,5.32,1.13,-5.57,5,-0.03,1,1
2020-09-03T19:13:13.546+00:00,2,178,5.93,1.15,-5.85,5,-0.03,1,1
2020-09-03T19:13:17.547+00:00,2,178,5.51,1.13,-6.16,4.99,-0.04,1,1
2020-09-03T19:13:21.547+00:00,2,178,4.33,1.15,-5.68,4.98,-0.02,1,1
2020-09-03T19:13:25.547+00:00,2,178,4.09,1.08,-5.62,4.99,0.01,1,1
2020-09-03T19:13:29.549+00:00,2,178,4.49,1.19,-5.8,4.99,0,1,1
2020-09-03T19:13:33.547+00:00,2,178,4.1,1.18,-5.41,4.97,-0.02,1,1
2020-09-03T19:13:37.547+00:00,2,178,5.56,1.18,-5.62,5.01,-0.02,1,1
2020-09-03T19:13:41.547+00:00,2,178,5.64,1.26,-5.48,5,-0.01,1,1
2020-09-03T19:13:45.547+00:00,2,178,5.65,1.13,-5.97,4.97,-0.01,1,1
2020-09-03T19:13:49.546+00:00,2,178,6.21,1.18,-5.78,4.98,-0.02,1,1
2020-09-03T19:13:53.547+00:00,2,178,6.38,1.13,-5.88,5.01,-0.01,1,1
2020-09-03T19:13:57.546+00:00,2,178,5.39,1.19,-5.68,4.98,-0.01,1,1
2020-09-03T19:14:01.546+00:00,2,178,6.16,1.1,-5.76,4.97,0,1,1
2020-09-03T19:14:05.547+00:00,2,178,6.42,1.13,-6.07,5.03,-0.06,1,1
2020-09-03T19:14:09.546+00:00,2,178,5.72,1.08,-4.51,5.03,-0.03,1,1
2020-09-03T19:14:13.547+00:00,2,178,5.95,1.26,-4.84,5.01,0.02,1,1
2020-09-03T19:14:17.547+00:00,2,178,5.15,1.15,-5.09,4.97,-0.02,1,1
2020-09-03T19:14:21.546+00:00,2,178,6.12,1.08,-4.91,5.04,-0.01,1,1
2020-09-03T19:14:25.547+00:00,2,178,6.14,1.13,-4.99,5.01,-0.04,1,1
2020-09-03T19:14:29.547+00:00,2,178,5.01,1.32,-5.16,5,-0.02,1,1
2020-09-03T19:14:33.547+00:00,2,178,4.65,1.3,-5.23,4.99,0,1,1
2020-09-03T19:14:37.547+00:00,2,178,3.91,1.22,-5.48,5,-0.04,1,1
2020-09-03T19:14:41.547+00:00,2,178,3.97,1.15,-5.53,5.01,0.01,1,1
2020-09-03T19:14:45.547+00:00,2,178,5.48,1.19,-6.02,5,-0.01,1,1
2020-09-03T19:14:49.546+00:00,2,178,5.42,1.36,-6.16,4.97,-0.02,1,1
2020-09-03T19:14:53.547+00:00,2,178,4.96,1.35,-5.63,5.04,-0.03,1,1
2020-09-03T19:14:57.547+00:00,2,178,4.96,1.22,-5.72,4.98,0,1,1
2020-09-03T19:15:01.547+00:00,2,178,5.26,1.32,-5.45,4.99,-0.03,1,1
2020-09-03T19:15:05.547+00:00,2,178,5.75,1.13,-5.84,5,-0.06,1,1
2020-09-03T19:15:09.546+00:00,2,178,5.14,1.19,-5.96,5.01,-0.01,1,1
2020-09-03T19:15:13.547+00:00,2,178,4.96,1.15,-4.97,5.01,-0.03,1,1
2020-09-03T19:15:17.547+00:00,2,178,5.16,1.15,-4.87,4.97,-0.01,1,1
2020-09-03T19:15:21.547+00:00,2,178,4.73,1.22,-5.07,5.03,-0.01,1,1
2020-09-03T19:15:25.546+00:00,2,178,4.8,1.22,-4.81,5.02,0.03,1,1
2020-09-03T19:15:29.547+00:00,2,178,5.24,1.13,-3.1,5.01,0.02,1,1
2020-09-03T19:15:33.547+00:00,2,178,6.05,1.1,-2.92,5.05,-0.02,1,1
2020-09-03T19:15:37.546+00:00,2,178,6.12,1.08,-3.34,5.02,-0.03,1,1
2020-09-03T19:15:41.547+00:00,2,178,5.88,1.15,-3.69,5.01,-0.02,1,1
2020-09-03T19:15:45.546+00:00,2,178,4.84,1.15,-3.95,4.98,0.03,1,1
2020-09-03T19:15:49.547+00:00,2,178,4.96,1.15,-3.9,5.03,-0.03,1,1
2020-09-03T19:15:53.547+00:00,2,178,5.05,1.15,-4.26,5.01,0,1,1
2020-09-03T19:15:57.547+00:00,2,178,5.57,1.03,-4.07,4.99,0.02,1,1
2020-09-03T19:16:01.547+00:00,2,178,5.56,1.08,-4.1,4.96,-0.02,1,1
2020-09-03T19:16:05.547+00:00,2,178,6.27,1.15,-4.01,5.01,-0.03,1,1
2020-09-03T19:16:09.547+00:00,2,178,5.64,1.08,-4.06,5.02,-0.06,1,1
2020-09-03T19:16:13.546+00:00,2,178,6.53,1.08,-3.54,5,0.01,1,1
2020-09-03T19:16:17.547+00:00,2,178,7.18,1.13,-3.55,4.98,-0.05,1,1
2020-09-03T19:16:21.547+00:00,2,178,6.72,1.13,-3.63,5.01,-0.04,1,1
2020-09-03T19:16:25.547+00:00,2,178,6.74,1.15,-3.57,5.03,-0.02,1,1
2020-09-03T19:16:29.547+00:00,2,178,6.19,1.08,-3.62,5.07,0.05,1,1
2020-09-03T19:16:33.547+00:00,2,178,5.77,1.1,-3.94,5.04,0.06,1,1
2020-09-03T19:16:37.547+00:00,2,178,6.18,1.03,-3.81,5.03,-0.03,1,1
2020-09-03T19:16:41.547+00:00,2,178,6.44,1.15,-4.1,5.05,0.04,1,1
2020-09-03T19:16:45.547+00:00,2,178,4.96,1.19,-3.99,4.95,-0.04,1,1
2020-09-03T19:16:49.546+00:00,2,178,4.89,1.22,-3.27,5.05,-0.08,1,1
2020-09-03T19:16:53.547+00:00,2,178,4.89,1.15,-3.25,4.99,-0.05,1,1
2020-09-03T19:16:57.547+00:00,2,178,5.8,1.15,-3.68,4.99,-0.03,1,1
2020-09-03T19:17:01.547+00:00,2,178,5.19,1.3,-3.58,5.04,-0.06,1,1
2020-09-03T19:17:05.547+00:00,2,178,5.01,1.18,-3.75,4.96,-0.02,1,1
2020-09-03T19:17:09.547+00:00,2,178,5.75,1.08,-3.61,5,0.02,1,1
2020-09-03T19:17:13.546+00:00,2,178,6.16,1.19,-2.72,5.06,-0.03,1,1
2020-09-03T19:17:17.547+00:00,2,178,5.11,1.15,-3.16,4.98,-0.05,1,1
2020-09-03T19:17:21.546+00:00,2,178,4.86,1.15,-3.01,5,-0.05,1,1
2020-09-03T19:17:25.547+00:00,2,178,5.28,1.18,-2.72,4.97,0,1,1
2020-09-03T19:17:29.547+00:00,2,178,7.56,1.15,-2.22,4.96,-0.05,1,1
2020-09-03T19:17:33.547+00:00,2,178,6.79,1.13,-2.78,4.97,-0.02,1,1
2020-09-03T19:17:37.547+00:00,2,178,7.04,1.15,-2.73,5,0,1,1
2020-09-03T19:17:41.547+00:00,2,178,6.04,1.13,-2.76,5.03,0,1,1
2020-09-03T19:17:45.547+00:00,2,178,4.99,1.22,-2.92,5.02,-0.02,1,1
2020-09-03T19:17:49.547+00:00,2,178,5.08,1.22,-2.33,5.05,-0.04,1,1
2020-09-03T19:17:53.547+00:00,2,178,5.9,1.15,-2.92,5,-0.01,1,1
2020-09-03T19:17:57.547+00:00,2,178,6.16,1.3,-2.7,5.01,0,1,1
2020-09-03T19:18:01.547+00:00,2,178,6.08,1.13,-3.07,5.02,0,1,1
2020-09-03T19:18:05.547+00:00,2,178,6.32,1.19,-3.11,5.03,-0.01,1,1
2020-09-03T19:18:09.547+00:00,2,178,7.43,1.13,-2.27,5.02,-0.03,1,1
2020-09-03T19:18:13.547+00:00,2,178,8.01,1.15,-2.77,5,-0.05,1,1
2020-09-03T19:18:17.547+00:00,2,178,7.65,1.22,-2.57,4.96,0,1,1
2020-09-03T19:18:21.547+00:00,2,178,7,1.27,-2.78,5.03,-0.04,1,1
2020-09-03T19:18:25.547+00:00,2,178,6.71,1.15,-3.03,5,-0.04,1,1
2020-09-03T19:18:29.546+00:00,2,178,6.91,1.13,-2.97,5,0.02,1,1
2020-09-03T19:18:33.547+00:00,2,178,6.88,1.1,-3.22,4.98,0.01,1,1
2020-09-03T19:18:37.547+00:00,2,178,6.95,1.19,-3.23,5,-0.01,1,1
2020-09-03T19:18:41.547+00:00,2,178,5.45,1.32,-3.48,5,-0.02,1,1
2020-09-03T19:18:45.547+00:00,2,178,6.48,1.26,-2.93,5.01,-0.02,1,1
2020-09-03T19:18:49.547+00:00,2,178,6.26,1.23,-3.31,4.99,0,1,1
2020-09-03T19:18:53.547+00:00,2,178,6.67,1.15,-3.22,4.97,-0.04,1,1
2020-09-03T19:18:57.547+00:00,2,178,7.15,1.15,-3.48,4.98,-0.05,1,1
2020-09-03T19:19:01.547+00:00,2,178,6.52,1.32,-3.57,5,-0.03,1,1
2020-09-03T19:19:05.547+00:00,2,178,5.66,1.23,-3.71,5.03,-0.08,1,1
2020-09-03T19:19:09.547+00:00,2,178,5.97,1.13,-3.58,5.02,-0.07,1,1
2020-09-03T19:19:13.547+00:00,2,178,6.37,1.19,-3,5.01,0.03,1,1
